sid,post accu,,
A10KUKZO8X00FX,[0.55194805],,0.55194805
A11LSO6D7BMY99,[0.68553459],,0.68553459
A12GURH9VA1DSL,[0.59119497],,0.59119497
A12SGLXX6B9DKR,[0.69375],,0.69375
A131ASOEYX40WQ,[0.44339623],,0.44339623
A13324WUZPFTSU,[0.63522013],,0.63522013
A13FTIHWW9GE8X,[0.64779874],,0.64779874
A13RB1XEBC42IB,[0.49032258],,0.49032258
A13WYZ8AXD6ODX,[0.91194969],,0.91194969
A142WDKXKIGZ2J,[0.65408805],,0.65408805
A15NB4T70DJF4A,[0.57861635],,0.57861635
A15YUDP435G6GR,[0.59235669],,0.59235669
A17UGPL6SP30TI,[0.74358974],,0.74358974
A18SI8WCQO5Y7G,[0.65408805],,0.65408805
A19AVIOBMJJFR,[0.55],,0.55
A19JWJ0ACBROIQ,[0.55],,0.55
A1A8MBDIAQT43U,[0.63924051],,0.63924051
A1AWCWWNKROZB4,[0.56329114],,0.56329114
A1AZGIX6JKKXLJ,[0.58125],,0.58125
A1B14CS9DW7008,[0.70253165],,0.70253165
A1B3GZ82DXB3FC,[0.56687898],,0.56687898
A1B58D405N5JMG,[0.58169935],,0.58169935
A1BHS3P43IEM0C,[0.56962025],,0.56962025
A1C6FKYJT2GANX,[0.55625],,0.55625
A1COS8FJCDM53I,[0.62025316],,0.62025316
A1CQ0A0GDCNWQM,[0.60625],,0.60625
A1CU00SW7F9TMB,[0.69811321],,0.69811321
A1CWIZ7489ITS9,[0.79333333],,0.79333333
A1DAMLBQ646F3K,[0.54716981],,0.54716981
A1DHGKBQOKC8CC,[0.56603774],,0.56603774
A1E6CS5JV5MNGI,[0.51875],,0.51875
A1FXGW5C0H4L3T,[0.575],,0.575
A1G1K9Y2EXBWCC,[0.72151899],,0.72151899
A1G331HUXOSJAM,[0.79874214],,0.79874214
A1G399CGVV8MYK,[0.54716981],,0.54716981
A1GZCLBFBKWFEZ,[0.68125],,0.68125
A1HPHTOU79BT9H,[0.53465347],,0.53465347
A1HYU54H5V004N,[0.65625],,0.65625
A1HYX9RFPAO63W,[0.5625],,0.5625
A1IFIK8J49WBER,[0.58125],,0.58125
A1JSVBR3BE3FJP,[0.52941176],,0.52941176
A1JX9ROLDPIVTX,[0.63125],,0.63125
A1K21SF4UU9I89,[0.64935065],,0.64935065
A1K93WBH35CIAZ,[0.5503876],,0.5503876
A1KUHOL3DB3ON,[0.6],,0.6
A1MBOVL1252O51,[0.5],,0.5
A1MJ82C7YG7W89,[0.59748428],,0.59748428
A1MK9E61C7IV5Q,[0.50943396],,0.50943396
A1MLWVH0IE3HJ1,[0.57324841],,0.57324841
A1MOK8UVLG7FJK,[0.675],,0.675
A1MYJP0JHMTTHV,[0.59183673],,0.59183673
A1N1N35Z156GTY,[0.75625],,0.75625
A1NT5BBN005ZNJ,[0.73417722],,0.73417722
A1Q2Y5NFN4VVGT,[0.74375],,0.74375
A1QA71PIMNZWYD,[0.54140127],,0.54140127
A1QECZB49T1H3K,[0.53164557],,0.53164557
A1QVRDWVOPLMTS,[0.60759494],,0.60759494
A1RZQMVQ8FSNOS,[0.64150943],,0.64150943
A1S8AGMAWK2SZN,[0.45625],,0.45625
A1SX3P1H4IWKFQ,[0.84137931],,0.84137931
A1TKDVMKM4VWQ8,[0.54716981],,0.54716981
A1TSST60BO5K52,[0.52307692],,0.52307692
A1U69QDM8UIXZ5,[0.68125],,0.68125
A1UJ2M1AKWMNLC,[0.65189873],,0.65189873
A1ULX8TTW7ZFV7,[0.53125],,0.53125
A1UY31PXAQRQ5G,[0.58125],,0.58125
A1VCX33RL5OFNY,[0.75796178],,0.75796178
A1VHYLBRF21ZFB,[0.59868421],,0.59868421
A1W1QA5KGVZBLC,[0.59375],,0.59375
A1WBUS5PV9PAGR,[0.87261146],,0.87261146
A1XWKA72Z23TGA,[0.49685535],,0.49685535
A1YGJPSS0T3O6J,[0.54375],,0.54375
A1YK7OG66BQXVX,[0.55223881],,0.55223881
A1YQ54ZCCS1G1C,[0.6625],,0.6625
A1ZTWWYWQWT7NJ,[0.49375],,0.49375
A201524B1GJWBO,[0.46979866],,0.46979866
A20VSS4MA17WZ6,[0.725],,0.725
A2259HGMTESQVX,[0.59375],,0.59375
A237TMG0AIG9PX,[0.56603774],,0.56603774
A24KZEEOBETVFU,[0.8625],,0.8625
A24Y2BHD6TDX4Z,[0.51875],,0.51875
A2509PSPWX47EP,[0.73125],,0.73125
A2545UHAWSKDVH,[0.63448276],,0.63448276
A25EK5Q3R4ZHE8,[0.4875],,0.4875
A25Q1B6EXDAIO4,[0.85897436],,0.85897436
A261ZPN1DBO1GT,[0.64516129],,0.64516129
A26U302WESU9UH,[0.59493671],,0.59493671
A27EAZSYEVYSLO,[0.64968153],,0.64968153
A27KDTUI0H1KJV,[0.68125],,0.68125
A27PP69MUCWV0J,[0.56962025],,0.56962025
A27VDYB5VONES2,[0.50943396],,0.50943396
A28JXDDPMW8IK0,[0.525],,0.525
A2916ZYJKILPU9,[0.46875],,0.46875
A29PKMLH38N148,[0.72666667],,0.72666667
A2AE610UE18R8G,[0.9245283],,0.9245283
A2AJA3UXBCKD9X,[0.67721519],,0.67721519
A2ATG240M7SGN7,[0.58125],,0.58125
A2B3Z92VTSGCD4,[0.57232704],,0.57232704
A2C3NX6FY216V5,[0.63087248],,0.63087248
A2C9NR5DY668JU,[0.57692308],,0.57692308
A2CVQU44JRXCKU,[0.7672956],,0.7672956
A2DZV5E6PH5NC4,[0.63125],,0.63125
A2FN1RVZKLEV0U,[0.75949367],,0.75949367
A2FOZBO97WR4RY,[0.63057325],,0.63057325
A2FS1WANWKDNDR,[0.54140127],,0.54140127
A2GCBL4AZI88Y4,[0.55974843],,0.55974843
A2GXLM74C7BDI8,[0.6025641],,0.6025641
A2HRAAY4QRTM7S,[0.65],,0.65
A2IAI2N9IKLCTT,[0.74213836],,0.74213836
A2IUAIVTQ1DSCR,[0.6125],,0.6125
A2IW4MN2YG5EUQ,[0.58125],,0.58125
A2JBI6GEDB1856,[0.8490566],,0.8490566
A2JZ7JQ4JN1YMJ,[0.74683544],,0.74683544
A2K6Z7C7Z6VTBF,[0.73228346],,0.73228346
A2KQFLUT7652DA,[0.5875],,0.5875
A2LOLCBOJZ80DD,[0.60526316],,0.60526316
A2MYP4G1RB2X2P,[0.69032258],,0.69032258
A2N1WFVUYXM1F8,[0.64375],,0.64375
A2NCWQFEB8XW22,[0.68553459],,0.68553459
A2OPVCG9M8CER1,[0.60377358],,0.60377358
A2P7KN8RWT4MHY,[0.625],,0.625
A2PE83MK76CRMI,[0.50625],,0.50625
A2QAJ9ZTN8YY89,[0.71875],,0.71875
A2QCJ7Y5ONXD91,[0.97468354],,0.97468354
A2QPMJ4GADLUW2,[0.68553459],,0.68553459
A2R1YTFK72WMET,[0.55844156],,0.55844156
A2REKFNIBY9O9K,[0.58125],,0.58125
A2RG00DYDHIS6Q,[0.98734177],,0.98734177
A2SAIKFIAV81P5,[0.57594937],,0.57594937
A2SIHWBR1S6TGF,[0.59493671],,0.59493671
A2SNAXBDSA5P06,[0.58333333],,0.58333333
A2TXUNEHPTW3Z3,[0.71875],,0.71875
A2TZAKMALWU021,[0.55],,0.55
A2TZAXWOB3JMNV,[0.62820513],,0.62820513
A2V2PDSCDL2E8N,[0.95],,0.95
A2V7UNVBF8SQAK,[1.],,1
A2VN59CZEQ7P0R,[0.6918239],,0.6918239
A2VSUCEXMNSUF5,[0.86624204],,0.86624204
A2W02ACKYETLOA,[0.58125],,0.58125
A2WBQOFHROA9OS,[0.56875],,0.56875
A2XNMAZ318NXYC,[0.69375],,0.69375
A2XWXL9TSRRALZ,[0.53125],,0.53125
A2XYIKRQ0RWBJQ,[0.61146497],,0.61146497
A2Y9O62M75TPM6,[0.6433121],,0.6433121
A2YNLDUCO22THM,[0.54375],,0.54375
A2YO1U4FV1N5MN,[0.675],,0.675
A2YUEEOJT5NQXV,[0.64375],,0.64375
A30J4IZCMCR31F,[0.66878981],,0.66878981
A30SW74YXUN4UK,[0.52531646],,0.52531646
A313HIIUB9GB9T,[0.67924528],,0.67924528
A31F4C4IVX5PFT,[0.64],,0.64
A31IIDT1S31E25,[0.54716981],,0.54716981
A31PQA4EYWSQI4,[0.55921053],,0.55921053
A32156CGIMNLBM,[0.70625],,0.70625
A322SGIJC9EPN9,[0.69811321],,0.69811321
A33UTM8NL7S0D6,[0.56291391],,0.56291391
A345TDMHP3DQ3G,[0.65],,0.65
A34CPKFZXBX1PO,[0.64375],,0.64375
A34SIGOLUGKIHJ,[0.66875],,0.66875
A34XR21XZ4ZPMB,[0.52201258],,0.52201258
A3503625JEYO1I,[0.6375],,0.6375
A36MQHIULG0E6C,[0.55414013],,0.55414013
A36RRKY24M6NL8,[0.5477707],,0.5477707
A36YITYE70JBQQ,[0.625],,0.625
A37025YQUW9ACI,[1.],,1
A376IFMV0UCZP2,[0.63225806],,0.63225806
A38RC4GG8KLJI7,[0.51265823],,0.51265823
A397NXIY82FXXD,[0.72903226],,0.72903226
A399A8PB6ITVAG,[0.55],,0.55
A39Y2UOHEAD0DT,[0.625],,0.625
A3AWZ91R5O1U08,[0.55974843],,0.55974843
A3BJUCREI3NF2N,[0.95625],,0.95625
A3BK3FRTQDW1S,[0.61006289],,0.61006289
A3BLT959N9AEEK,[0.575],,0.575
A3BZG57OMOXD4E,[0.64779874],,0.64779874
A3CMN3K5YO642M,[0.58219178],,0.58219178
A3DR9RNUCUM0HF,[0.6918239],,0.6918239
A3E65HYKUDT1D5,[0.71794872],,0.71794872
A3EGL1YQL1KIQO,[0.71698113],,0.71698113
A3GEXZD5FXGMHD,[0.59872611],,0.59872611
A3I4Q8EW2ZLXSU,[0.6125],,0.6125
A3IIA92PUAI331,[0.6],,0.6
A3IOPUZ29U29SA,[0.49367089],,0.49367089
A3J2DV36CJYSXQ,[0.7875],,0.7875
A3K1PM4DQVQ5PY,[0.62251656],,0.62251656
A3KJHBYLVDBQVF,[0.6],,0.6
A3KKY9HXZRRAIV,[0.7],,0.7
A3L1E2BDYZGGY5,[0.52258065],,0.52258065
A3L2CJTA12YOHG,[0.59375],,0.59375
A3L8LSM7V7KX3T,[0.71875],,0.71875
A3LC8JT9NKNKN,[0.70625],,0.70625
A3LO0YSRBT616U,[0.53125],,0.53125
A3MA5BJ4I2JAO2,[0.6163522],,0.6163522
A3N5RLYH05PY8L,[0.58125],,0.58125
A3N62A1YVDMKS5,[0.5704698],,0.5704698
A3NAEEY1J3T56D,[0.57961783],,0.57961783
A3NQXTG2PLSHSV,[0.82389937],,0.82389937
A3O9J3V0K06IP2,[0.57419355],,0.57419355
A3ON3DL1CKGN4E,[0.65],,0.65
A3PWRZ67TPKZPU,[0.53125],,0.53125
A3R4ZSD6YI7B7P,[0.5375],,0.5375
A3R818WN41K12K,[0.68553459],,0.68553459
A3R96PU1Q81J82,[0.725],,0.725
A3REGSAW2MEXUE,[0.67924528],,0.67924528
A3RQ6SG91VBOF8,[0.66666667],,0.66666667
A3RZAUNCBSSMK4,[0.7987013],,0.7987013
A3S51CYI47OM6K,[0.87421384],,0.87421384
A3S5XPHDMQ2ESR,[0.64383562],,0.64383562
A3STW7EL76T5YN,[0.63694268],,0.63694268
A3UG24UP4WQP39,[0.6875],,0.6875
A3UYF2OT5REMG0,[0.59235669],,0.59235669
A3V5O8N34LPUSG,[0.6875],,0.6875
A3VPD34C23PQTQ,[0.57718121],,0.57718121
A40AORVZ0PLJH,[0.42767296],,0.42767296
A47UGZ5QR0VV9,[0.56842105],,0.56842105
A5L8F0YF1OVY8,[0.57861635],,0.57861635
A5LBQCECTTYXZ,[0.51265823],,0.51265823
A5NRU6MXE2ZCC,[0.88961039],,0.88961039
A5VBXI0L63405,[0.64150943],,0.64150943
A5ZZAWZSH0AMK,[0.50632911],,0.50632911
A7O6BHXX3BW97,[0.48125],,0.48125
A8EPYZKX470Z2,[0.4875],,0.4875
A8JKAE3S49ZB,[0.54140127],,0.54140127
A9EQ4FWCUQVBL,[0.55345912],,0.55345912
A9XRCLB9YQA31,[0.99363057],,0.99363057
AA1Y56MOQY6X3,[0.5477707],,0.5477707
AA3ARQT2KLA04,[0.68125],,0.68125
AAADOFXQJAVKR,[0.5],,0.5
AALXX2P1V0A41,[0.71698113],,0.71698113
AAP4Q6KBJ2NRO,[0.55],,0.55
AAVXVUCG3TY5E,[0.67088608],,0.67088608
AB9UVOKF0TQXB,[0.6125],,0.6125
AB9V7IERF6S1C,[0.70625],,0.70625
ACBNJC661QT03,[0.80503145],,0.80503145
ACFWFOAQOBBQQ,[0.65822785],,0.65822785
AD1ILDUXZHASF,[0.69387755],,0.69387755
AEE6B6DGU8VBV,[0.75471698],,0.75471698
AET7NEH3VZ0V9,[0.63291139],,0.63291139
AEUTD1DUJTF2I,[0.77922078],,0.77922078
AFE1GH96UN330,[0.98113208],,0.98113208
AG6WJCYSHYMB6,[0.65],,0.65
AGAWW1UZMH5I4,[0.49375],,0.49375
AGHI2V890A0OH,[0.6625],,0.6625
AGPRRX9GD0XJ4,[0.6875],,0.6875
AH4KZU52G2WCN,[0.57861635],,0.57861635
AHEV3HZNQPO5S,[0.63522013],,0.63522013
AHIEURVG73I4V,[0.51875],,0.51875
AI0K2LZWV73MB,[0.625],,0.625
AJE5OG666CBAC,[0.59235669],,0.59235669
AKLP966YN2LVC,[0.57664234],,0.57664234
AKMQH2MGTUWO9,[0.66037736],,0.66037736
AKQAI78JTXXC9,[0.71875],,0.71875
AL9EM0WI8GA3P,[0.525],,0.525
ANO8YBLKJIO1E,[0.63576159],,0.63576159
AO70JEL57377O,[0.47468354],,0.47468354
AODANWH0HK3JK,[0.66666667],,0.66666667
AOVK9GXJRHMGB,[0.52258065],,0.52258065
APHLO6ZGGX63T,[0.78125],,0.78125
APMSH8PF908NC,[0.46202532],,0.46202532
AQGAWYR5DBRCP,[0.74375],,0.74375
AQK19RNVF9VCT,[0.45283019],,0.45283019
AQM8U9T3H4P68,[0.86754967],,0.86754967
AR2PFPOD88K62,[0.47169811],,0.47169811
ARDYDFF4T0YYT,[0.9787234],,0.9787234
AS70QWROQLXKE,[0.63636364],,0.63636364
ASC6X59B0MBBD,[0.60509554],,0.60509554
AU9LQW279ZBNK,[0.65625],,0.65625
AUFMG49X8NO0N,[0.63125],,0.63125
AUS42DYFLEAXL,[0.71875],,0.71875
AV8GCOTWEB6MP,[0.52903226],,0.52903226
AVASQBFN6J692,[0.53797468],,0.53797468
AWCUB17Q5I2E0,[0.57236842],,0.57236842
AWN8RYDU3FO9E,[0.61392405],,0.61392405
AWTY1W5ZF8DSA,[0.55974843],,0.55974843
AWYJAKECMVVUX,[0.66455696],,0.66455696
AX1U5YVHOTUEG,[0.6025641],,0.6025641
AZ9VGP5R8E9QB,[0.45],,0.45
AZHXFE6BIUJNV,[0.52229299],,0.52229299
,,,
,,,0.634854452
